River,Date Sampled,Year,Month,Date as Text,Sampling Conditions,Parameter,Result,Result Less Than or Equal To,Result Unit,Guideline Value,Guideline Unit,Guideline Source
Montague River,"Jul 25, 2018",2018,7,2018-07-25T00:00:00.000,normal (dry),Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Huntley River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Difenoconazole,< 0.102,0.102,ng/ml,,ng/ml,
West River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Imidacloprid,< 0.02,0.02,ng/ml,0.041,ng/ml,Health Canada Guidance Value
Clyde River,"Jul 25, 2018",2018,7,2018-07-25T00:00:00.000,normal (dry),Mancozeb,< 100,100,ng/ml,47,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Procymidon,< 0.025,0.025,ng/ml,,ng/ml,
Winter River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Atrazine,< 0.025,0.025,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Endosulfan II,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Dunk River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Procymidon,< 0.025,0.025,ng/ml,,ng/ml,
Winter River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Thiophanate-Methyl,< 0.02,0.02,ng/ml,930,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Metconazole,< 0.152,0.152,ng/ml,,ng/ml,
Montague River,"Jun 27, 2018",2018,6,2018-06-27T00:00:00.000,normal (dry),Cypermethrin,< 0.01,0.01,ng/ml,0.069,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Jul 24, 2018",2018,7,2018-07-24T00:00:00.000,normal (dry),Fludioxonil,< 0.01,0.01,ng/ml,19,ng/ml,USEPA Aquatic Life Benchmark
Dunk River,"Jul 24, 2018",2018,7,2018-07-24T00:00:00.000,normal (dry),Metribuzin,< 0.03,0.03,ng/ml,1,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Monolinuron,< 0.61,0.61,ng/ml,,ng/ml,
Dunk River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Terbacil,< 0.107,0.107,ng/ml,,ng/ml,
Mill River,"Aug 22, 2018",2018,8,2018-08-22T00:00:00.000,normal (dry),Dimethoate,< 0.04,0.04,ng/ml,6.2,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Morell River,"Aug 22, 2018",2018,8,2018-08-22T00:00:00.000,normal (dry),Metobromuron,< 0.03,0.03,ng/ml,,ng/ml,
Huntley River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Chlorothalonil,< 0.02,0.02,ng/ml,0.18,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Huntley River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Pp-Dde,< 0.025,0.025,ng/ml,,ng/ml,
Montague River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Allidochlor,< 0.026,0.026,ng/ml,,ng/ml,
Mill River,"Jul 24, 2018",2018,7,2018-07-24T00:00:00.000,normal (dry),Metribuzin,< 0.03,0.03,ng/ml,1,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Huntley River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Ethalfluralin,< 0.125,0.125,ng/ml,,ng/ml,
Mill River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Triclopyr,< 0.025,0.025,ng/ml,,ng/ml,
Winter River,"Jun 27, 2018",2018,6,2018-06-27T00:00:00.000,normal (dry),Phorate,< 0.01,0.01,ng/ml,0.21,ng/ml,USEPA Aquatic Life Benchmark
Wilmot River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Thiamethoxam,< 0.01,0.01,ng/ml,0.3,ng/ml,Health Canada Guidance Value
Mill River,"Jun 26, 2018",2018,6,2018-06-26T00:00:00.000,normal (dry),Fludioxonil,< 0.01,0.01,ng/ml,19,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Nitenpyram,< 0.005,0.005,ng/ml,,ng/ml,
Dunk River,"Jun 26, 2018",2018,6,2018-06-26T00:00:00.000,normal (dry),Thiophanate-Methyl,< 0.02,0.02,ng/ml,930,ng/ml,USEPA Aquatic Life Benchmark
West River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Eptc,< 0.025,0.025,ng/ml,,ng/ml,
West River,"Aug 21, 2018",2018,8,2018-08-21T00:00:00.000,normal (dry),Methamidophos,< 5.0,5,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Wilmot River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Chlorpyrifos,< 0.01,0.01,ng/ml,0.002,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Huntley River,"Jul 24, 2018",2018,7,2018-07-24T00:00:00.000,normal (dry),Endosulfan I,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Huntley River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Fludioxonil,< 0.025,0.025,ng/ml,19,ng/ml,USEPA Aquatic Life Benchmark
Dunk River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Naled,< 0.151,0.151,ng/ml,,ng/ml,
Winter River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Metalaxyl,< 0.025,0.025,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Morell River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Allidochlor,< 0.026,0.026,ng/ml,,ng/ml,
Dunk River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Etradiazole,< 0.025,0.025,ng/ml,,ng/ml,
Winter River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Benfluralin,< 0.025,0.025,ng/ml,,ng/ml,
Dunk River,"Aug 21, 2018",2018,8,2018-08-21T00:00:00.000,normal (dry),Methamidophos,< 5.0,5,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Flamprop-Methyl,< 0.025,0.025,ng/ml,,ng/ml,
West River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Cypermethrin-Beta,< 0.071,0.071,ng/ml,,ng/ml,
Clyde River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Azinphos-Methyl,< 0.03,0.03,ng/ml,0.036,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Triticonazole,< 0.154,0.154,ng/ml,,ng/ml,
Morell River,"Jul 25, 2018",2018,7,2018-07-25T00:00:00.000,normal (dry),Fludioxonil,< 0.01,0.01,ng/ml,19,ng/ml,USEPA Aquatic Life Benchmark
West River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Thiacloprid,< 0.0125,0.0125,ng/ml,,ng/ml,
Mill River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Diazinon,< 0.025,0.025,ng/ml,,ng/ml,
West River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Metconazole,< 0.152,0.152,ng/ml,,ng/ml,
West River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Hexazinone,< 0.02,0.02,ng/ml,7,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Jul 24, 2018",2018,7,2018-07-24T00:00:00.000,normal (dry),Thiamethoxam,< 0.01,0.01,ng/ml,0.3,ng/ml,Health Canada Guidance Value
Mill River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Pirimicarb,< 0.026,0.026,ng/ml,,ng/ml,
Winter River,"Aug 22, 2018",2018,8,2018-08-22T00:00:00.000,normal (dry),Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Spiromesifen,< 0.025,0.025,ng/ml,,ng/ml,
Morell River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Metribuzin,< 0.03,0.03,ng/ml,1,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Morell River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Permethrin,< 0.01,0.01,ng/ml,0.004,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Wilmot River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Rimsulfuron,< 0.02,0.02,ng/ml,11.6,ng/ml,USEPA Aquatic Life Benchmark
Dunk River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Thiacloprid,< 0.0125,0.0125,ng/ml,,ng/ml,
Morell River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Bromophos-Ethyl,< 0.026,0.026,ng/ml,,ng/ml,
Morell River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Picoxystrobin,< 0.025,0.025,ng/ml,,ng/ml,
Mill River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Permethrin,< 0.01,0.01,ng/ml,0.004,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Dunk River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Imidacloprid,< 0.02,0.02,ng/ml,0.041,ng/ml,Health Canada Guidance Value
Winter River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Ethalfluralin,< 0.125,0.125,ng/ml,,ng/ml,
West River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Imazamethabenz,< 0.05,0.05,ng/ml,,ng/ml,
Huntley River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Dichlorprop,< 0.025,0.025,ng/ml,,ng/ml,
West River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Boscalid,< 0.025,0.025,ng/ml,,ng/ml,
Winter River,"Jul 25, 2018",2018,7,2018-07-25T00:00:00.000,normal (dry),Carbofuran,< 0.02,0.02,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Azinphos-Methyl,< 0.03,0.03,ng/ml,0.036,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Jul 24, 2018",2018,7,2018-07-24T00:00:00.000,normal (dry),Chlorpyrifos,< 0.01,0.01,ng/ml,0.002,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Huntley River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Tribenuron-Methyl,< 0.04,0.04,ng/ml,2,ng/ml,USEPA Aquatic Life Benchmark
West River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Pyrimethanil,< 0.053,0.053,ng/ml,,ng/ml,
Mill River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Dioxathion,< 0.154,0.154,ng/ml,,ng/ml,
Montague River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Sulfoxaflor,< 0.01,0.01,ng/ml,,ng/ml,
Wilmot River,"Jul 24, 2018",2018,7,2018-07-24T00:00:00.000,normal (dry),Metribuzin,< 0.03,0.03,ng/ml,1,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Clyde River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Fluroxypyr,< 0.026,0.026,ng/ml,,ng/ml,
Wilmot River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Metconazole,< 0.152,0.152,ng/ml,,ng/ml,
Morell River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Fluazifop-P-Butyl,< 0.026,0.026,ng/ml,203,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Jul 25, 2018",2018,7,2018-07-25T00:00:00.000,normal (dry),Thiamethoxam,< 0.01,0.01,ng/ml,0.3,ng/ml,Health Canada Guidance Value
Morell River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Tetradifon,< 0.025,0.025,ng/ml,,ng/ml,
Clyde River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Endosulfan II,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Morell River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Cis-Permethrin,< 0.025,0.025,ng/ml,,ng/ml,
Huntley River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Flonicamid,< 0.0125,0.0125,ng/ml,,ng/ml,
Clyde River,"Jun 26, 2018",2018,6,2018-06-26T00:00:00.000,normal (dry),Rimsulfuron,< 0.02,0.02,ng/ml,11.6,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Jun 27, 2018",2018,6,2018-06-27T00:00:00.000,normal (dry),Phorate,< 0.01,0.01,ng/ml,0.21,ng/ml,USEPA Aquatic Life Benchmark
Morell River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Fludioxonil,< 0.01,0.01,ng/ml,19,ng/ml,USEPA Aquatic Life Benchmark
Dunk River,"Aug 21, 2018",2018,8,2018-08-21T00:00:00.000,normal (dry),Permethrin,< 0.01,0.01,ng/ml,0.004,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Fluazifop-P-Butyl,< 0.02,0.02,ng/ml,203,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Jul 24, 2018",2018,7,2018-07-24T00:00:00.000,normal (dry),Clothianidin,0.2,0.2,ng/ml,0.02,ng/ml,Health Canada Guidance Value
Morell River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Permethrin,< 0.01,0.01,ng/ml,0.004,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Picoxystrobin,< 0.025,0.025,ng/ml,,ng/ml,
Clyde River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Mcpa,< 0.025,0.025,ng/ml,170,ng/ml,USEPA Aquatic Life Benchmark
Dunk River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),alpha-BHC,< 0.025,0.025,ng/ml,,ng/ml,
Morell River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Flamprop-Methyl,< 0.025,0.025,ng/ml,,ng/ml,
West River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Chlorothalonil,< 0.02,0.02,ng/ml,0.18,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Ethalfluralin,< 0.125,0.125,ng/ml,,ng/ml,
Wilmot River,"Jul 24, 2018",2018,7,2018-07-24T00:00:00.000,normal (dry),Metalaxyl,< 0.03,0.03,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Piperonyl Butoxide,< 0.025,0.025,ng/ml,,ng/ml,
Morell River,"Aug 22, 2018",2018,8,2018-08-22T00:00:00.000,normal (dry),Hexazinone,< 0.02,0.02,ng/ml,7,ng/ml,USEPA Aquatic Life Benchmark
Wilmot River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Carbofuran,< 0.02,0.02,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Fonofos,< 0.026,0.026,ng/ml,,ng/ml,
West River,"Jun 26, 2018",2018,6,2018-06-26T00:00:00.000,normal (dry),Chlorantraniliprole,< 0.02,0.02,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Metobromuron,< 0.03,0.03,ng/ml,,ng/ml,
Clyde River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Acetamiprid,< 0.0125,0.0125,ng/ml,,ng/ml,
Montague River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Pyridaben,< 0.025,0.025,ng/ml,,ng/ml,
Morell River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),op-DDE,< 0.055,0.055,ng/ml,,ng/ml,
Winter River,"Aug 22, 2018",2018,8,2018-08-22T00:00:00.000,normal (dry),Metalaxyl,< 0.03,0.03,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Metalaxyl,< 0.03,0.03,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Dunk River,"Jul 24, 2018",2018,7,2018-07-24T00:00:00.000,normal (dry),Chlorpyrifos,< 0.01,0.01,ng/ml,0.002,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Wilmot River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Carbofuran,< 0.025,0.025,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Dunk River,"Jun 26, 2018",2018,6,2018-06-26T00:00:00.000,normal (dry),Metalaxyl,< 0.03,0.03,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Huntley River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Dichlofenthion,< 0.025,0.025,ng/ml,,ng/ml,
Clyde River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Sulfentrazone,< 0.504,0.504,ng/ml,,ng/ml,
Morell River,"Jun 27, 2018",2018,6,2018-06-27T00:00:00.000,normal (dry),Endosulfan I,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Endosulfan II,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Huntley River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Azoxystrobin,< 0.114,0.114,ng/ml,44,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Jun 27, 2018",2018,6,2018-06-27T00:00:00.000,normal (dry),Endosulfan II,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Clyde River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Bupirimate,< 0.025,0.025,ng/ml,,ng/ml,
Huntley River,"Jun 26, 2018",2018,6,2018-06-26T00:00:00.000,normal (dry),Atrazine,< 0.03,0.03,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Morell River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Carbaryl,< 0.051,0.051,ng/ml,,ng/ml,
Mill River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Propyzamide,< 0.025,0.025,ng/ml,,ng/ml,
Winter River,"Jun 27, 2018",2018,6,2018-06-27T00:00:00.000,normal (dry),Cypermethrin,< 0.01,0.01,ng/ml,0.069,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Dimethoate,< 0.255,0.255,ng/ml,6.2,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Huntley River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Sulfotep,< 0.026,0.026,ng/ml,,ng/ml,
Winter River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Trifloxystrobin,< 0.026,0.026,ng/ml,,ng/ml,
Dunk River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Fluazifop-P-Butyl,< 0.02,0.02,ng/ml,203,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Jul 25, 2018",2018,7,2018-07-25T00:00:00.000,normal (dry),Atrazine,< 0.03,0.03,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Dunk River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Tribenuron-Methyl,< 0.04,0.04,ng/ml,2,ng/ml,USEPA Aquatic Life Benchmark
Dunk River,"Jul 24, 2018",2018,7,2018-07-24T00:00:00.000,normal (dry),Phorate,< 0.01,0.01,ng/ml,0.21,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Benzoylprop-Ethyl,< 0.026,0.026,ng/ml,,ng/ml,
Huntley River,"Aug 21, 2018",2018,8,2018-08-21T00:00:00.000,normal (dry),Metiram,< 1000,1000,ng/ml,,ng/ml,
Montague River,"Jun 27, 2018",2018,6,2018-06-27T00:00:00.000,normal (dry),Metalaxyl,< 0.03,0.03,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Wilmot River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Methoxychlor,< 0.025,0.025,ng/ml,,ng/ml,
Clyde River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Fluazifop-P-Butyl,< 0.02,0.02,ng/ml,203,ng/ml,USEPA Aquatic Life Benchmark
Dunk River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Carfentrazone-Ethyl,< 0.025,0.025,ng/ml,,ng/ml,
Morell River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Nitenpyram,< 0.005,0.005,ng/ml,,ng/ml,
Mill River,"Aug 22, 2018",2018,8,2018-08-22T00:00:00.000,normal (dry),Metalaxyl,< 0.03,0.03,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Clyde River,"Jun 26, 2018",2018,6,2018-06-26T00:00:00.000,normal (dry),Thiophanate-Methyl,< 0.02,0.02,ng/ml,930,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Endosulfan I,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Wilmot River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Trifluralin,< 0.025,0.025,ng/ml,,ng/ml,
Wilmot River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Carbofuran,< 0.02,0.02,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Folpet,< 0.212,0.212,ng/ml,,ng/ml,
Montague River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Fenthion,< 0.025,0.025,ng/ml,,ng/ml,
Winter River,"Aug 22, 2018",2018,8,2018-08-22T00:00:00.000,normal (dry),Propiconazole,< 0.02,0.02,ng/ml,21,ng/ml,USEPA Aquatic Life Benchmark
Dunk River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Methoprene,< 0.071,0.071,ng/ml,,ng/ml,
Morell River,"Sep 12, 2018",2018,9,2018-09-12T00:00:00.000,wet weather,Thifensulfuron-Methyl,< 0.02,0.02,ng/ml,1.59,ng/ml,USEPA Aquatic Life Benchmark
Morell River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Terbutryn,< 0.025,0.025,ng/ml,,ng/ml,
West River,"Jul 24, 2018",2018,7,2018-07-24T00:00:00.000,normal (dry),Thiamethoxam,< 0.01,0.01,ng/ml,0.3,ng/ml,Health Canada Guidance Value
Dunk River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Fonofos,< 0.026,0.026,ng/ml,,ng/ml,
Clyde River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Methoxychlor,< 0.025,0.025,ng/ml,,ng/ml,
Montague River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Permethrin,< 0.01,0.01,ng/ml,0.004,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Jun 26, 2018",2018,6,2018-06-26T00:00:00.000,normal (dry),Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Dunk River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Atrazine,< 0.03,0.03,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Huntley River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Fonofos,< 0.026,0.026,ng/ml,,ng/ml,
West River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Ethion,< 0.054,0.054,ng/ml,,ng/ml,
Dunk River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Cypermethrin-Zeta,< 0.072,0.072,ng/ml,,ng/ml,
Morell River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Dimethachlor,< 0.025,0.025,ng/ml,,ng/ml,
Huntley River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Hexazinone,< 0.02,0.02,ng/ml,7,ng/ml,USEPA Aquatic Life Benchmark
Clyde River,"Oct 01, 2018",2018,10,2018-10-01T00:00:00.000,normal (dry),Methamidophos,< 5.0,5,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
West River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Fenthion,< 0.025,0.025,ng/ml,,ng/ml,
West River,"Jul 24, 2018",2018,7,2018-07-24T00:00:00.000,normal (dry),Fludioxonil,< 0.01,0.01,ng/ml,19,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"May 28, 2018",2018,5,2018-05-28T00:00:00.000,normal (dry),Dichlorprop,< 0.025,0.025,ng/ml,,ng/ml,
